antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'high_fever', 'chills', 'cough'})",frozenset({'phlegm'}),0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chills', 'cough', 'phlegm'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'chills', 'high_fever', 'phlegm'})",frozenset({'cough'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'cough', 'high_fever', 'phlegm'})",frozenset({'chills'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'chills', 'cough'})","frozenset({'high_fever', 'phlegm'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'chills', 'phlegm'})","frozenset({'cough', 'high_fever'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'cough', 'phlegm'})","frozenset({'chills', 'high_fever'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'high_fever', 'phlegm'})","frozenset({'chills', 'cough'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'phlegm'}),"frozenset({'high_fever', 'chills', 'cough'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cough', 'chills', 'malaise'})",frozenset({'high_fever'}),0.07317073170731707,0.2926829268292683,0.07317073170731707,1.0,3.416666666666667,1.0,0.051754907792980365,inf,0.7631578947368419,0.25,1.0,0.625
"frozenset({'high_fever', 'cough', 'malaise'})",frozenset({'chills'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'high_fever', 'chills', 'cough'})",frozenset({'malaise'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'cough', 'malaise'})","frozenset({'chills', 'high_fever'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'chills', 'cough'})","frozenset({'high_fever', 'malaise'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'fatigue', 'phlegm'})","frozenset({'chills', 'high_fever'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowish_skin', 'nausea'})","frozenset({'yellowing_of_eyes', 'loss_of_appetite'})",0.12195121951219512,0.17073170731707318,0.12195121951219512,1.0,5.857142857142857,1.0,0.10113027959547888,inf,0.9444444444444444,0.7142857142857141,1.0,0.8571428571428571
"frozenset({'yellowing_of_eyes', 'vomiting'})",frozenset({'loss_of_appetite'}),0.12195121951219512,0.24390243902439024,0.12195121951219512,1.0,4.1000000000000005,1.0,0.09220701963117192,inf,0.8611111111111112,0.5,1.0,0.75
"frozenset({'yellowish_skin', 'stomach_pain', 'joint_pain', 'nausea'})","frozenset({'yellowing_of_eyes', 'dark_urine', 'loss_of_appetite'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowish_skin', 'dark_urine', 'joint_pain', 'loss_of_appetite'})","frozenset({'yellowing_of_eyes', 'stomach_pain', 'nausea'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowish_skin', 'dark_urine', 'joint_pain', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'dark_urine', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'yellowing_of_eyes', 'joint_pain', 'stomach_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowish_skin', 'stomach_pain', 'dark_urine', 'nausea'})","frozenset({'yellowing_of_eyes', 'joint_pain', 'loss_of_appetite'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'dark_urine', 'joint_pain', 'loss_of_appetite', 'nausea'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'stomach_pain', 'dark_urine', 'joint_pain', 'nausea'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'loss_of_appetite'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'stomach_pain', 'joint_pain', 'loss_of_appetite', 'nausea'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'dark_urine'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'dark_urine', 'joint_pain', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'stomach_pain', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain'})","frozenset({'stomach_pain', 'dark_urine', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'headache', 'nausea'})",frozenset({'vomiting'}),0.12195121951219512,0.4146341463414634,0.12195121951219512,1.0,2.4117647058823533,1.0,0.07138607971445568,inf,0.6666666666666666,0.2941176470588235,1.0,0.6470588235294118
"frozenset({'yellowing_of_eyes', 'dark_urine', 'joint_pain', 'nausea'})","frozenset({'yellowish_skin', 'loss_of_appetite', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'joint_pain', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'dark_urine', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'stomach_pain', 'joint_pain', 'nausea'})","frozenset({'yellowish_skin', 'dark_urine', 'loss_of_appetite'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'dark_urine', 'joint_pain', 'loss_of_appetite'})","frozenset({'yellowish_skin', 'stomach_pain', 'nausea'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'dark_urine', 'joint_pain', 'stomach_pain'})","frozenset({'yellowish_skin', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'joint_pain', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowish_skin', 'dark_urine', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'dark_urine', 'loss_of_appetite', 'nausea'})","frozenset({'yellowish_skin', 'joint_pain', 'stomach_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'stomach_pain', 'dark_urine', 'nausea'})","frozenset({'yellowish_skin', 'joint_pain', 'loss_of_appetite'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowish_skin', 'dark_urine', 'joint_pain', 'nausea'})","frozenset({'yellowing_of_eyes', 'loss_of_appetite', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'nausea'})","frozenset({'yellowing_of_eyes', 'dark_urine', 'stomach_pain'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'loss_of_appetite', 'nausea'})",frozenset({'yellowish_skin'}),0.12195121951219512,0.1951219512195122,0.12195121951219512,1.0,5.125,1.0,0.09815585960737655,inf,0.9166666666666665,0.625,1.0,0.8125
"frozenset({'yellowish_skin', 'loss_of_appetite', 'nausea'})",frozenset({'yellowing_of_eyes'}),0.12195121951219512,0.17073170731707318,0.12195121951219512,1.0,5.857142857142857,1.0,0.10113027959547888,inf,0.9444444444444444,0.7142857142857141,1.0,0.8571428571428571
"frozenset({'yellowing_of_eyes', 'nausea'})","frozenset({'yellowish_skin', 'loss_of_appetite'})",0.12195121951219512,0.14634146341463414,0.12195121951219512,1.0,6.833333333333334,1.0,0.1041046995835812,inf,0.9722222222222223,0.8333333333333333,1.0,0.9166666666666667
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea', 'dark_urine', 'stomach_pain'})","frozenset({'yellowish_skin', 'loss_of_appetite'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowish_skin', 'dark_urine'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'joint_pain', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowish_skin', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowish_skin', 'joint_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite'})","frozenset({'yellowing_of_eyes', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'loss_of_appetite'})",0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowish_skin', 'joint_pain', 'nausea', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'dark_urine'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowish_skin', 'joint_pain', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowish_skin', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'joint_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})","frozenset({'yellowing_of_eyes', 'yellowish_skin'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea'})","frozenset({'dark_urine', 'loss_of_appetite', 'stomach_pain'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'dark_urine', 'joint_pain'})","frozenset({'stomach_pain', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'loss_of_appetite'})","frozenset({'stomach_pain', 'dark_urine', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'stomach_pain'})","frozenset({'dark_urine', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'dark_urine', 'nausea'})","frozenset({'joint_pain', 'loss_of_appetite', 'stomach_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})",frozenset({'yellowish_skin'}),0.07317073170731707,0.1951219512195122,0.07317073170731707,1.0,5.125,1.0,0.05889351576442593,inf,0.8684210526315788,0.37499999999999994,1.0,0.6875
"frozenset({'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})",frozenset({'yellowing_of_eyes'}),0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine'})","frozenset({'loss_of_appetite', 'stomach_pain'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'loss_of_appetite'})","frozenset({'dark_urine', 'stomach_pain'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'stomach_pain'})","frozenset({'dark_urine', 'loss_of_appetite'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'dark_urine', 'loss_of_appetite'})","frozenset({'stomach_pain', 'nausea'})",0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'dark_urine', 'stomach_pain'})","frozenset({'loss_of_appetite', 'nausea'})",0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'stomach_pain'})","frozenset({'dark_urine', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'nausea', 'dark_urine', 'loss_of_appetite'})","frozenset({'joint_pain', 'stomach_pain'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'nausea', 'dark_urine', 'stomach_pain'})","frozenset({'joint_pain', 'loss_of_appetite'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'yellowing_of_eyes', 'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite'})","frozenset({'yellowish_skin', 'stomach_pain'})",0.07317073170731707,0.17073170731707318,0.07317073170731707,1.0,5.857142857142857,1.0,0.06067816775728732,inf,0.8947368421052629,0.4285714285714286,1.0,0.7142857142857142
"frozenset({'yellowish_skin', 'dark_urine'})",frozenset({'stomach_pain'}),0.12195121951219512,0.2682926829268293,0.12195121951219512,1.0,3.727272727272727,1.0,0.0892325996430696,inf,0.8333333333333333,0.45454545454545453,1.0,0.7272727272727273
"frozenset({'dark_urine', 'stomach_pain'})",frozenset({'yellowish_skin'}),0.12195121951219512,0.1951219512195122,0.12195121951219512,1.0,5.125,1.0,0.09815585960737655,inf,0.9166666666666665,0.625,1.0,0.8125
frozenset({'dark_urine'}),"frozenset({'yellowish_skin', 'stomach_pain'})",0.12195121951219512,0.17073170731707318,0.12195121951219512,1.0,5.857142857142857,1.0,0.10113027959547888,inf,0.9444444444444444,0.7142857142857141,1.0,0.8571428571428571
"frozenset({'dark_urine', 'joint_pain'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'vomiting'})",0.07317073170731707,0.0975609756097561,0.07317073170731707,1.0,10.25,1.0,0.0660321237358715,inf,0.9736842105263156,0.75,1.0,0.875
"frozenset({'high_fever', 'malaise'})",frozenset({'fatigue'}),0.12195121951219512,0.4146341463414634,0.12195121951219512,1.0,2.4117647058823533,1.0,0.07138607971445568,inf,0.6666666666666666,0.2941176470588235,1.0,0.6470588235294118
frozenset({'dark_urine'}),frozenset({'yellowish_skin'}),0.12195121951219512,0.1951219512195122,0.12195121951219512,1.0,5.125,1.0,0.09815585960737655,inf,0.9166666666666665,0.625,1.0,0.8125
"frozenset({'stomach_pain', 'nausea'})",frozenset({'vomiting'}),0.12195121951219512,0.4146341463414634,0.12195121951219512,1.0,2.4117647058823533,1.0,0.07138607971445568,inf,0.6666666666666666,0.2941176470588235,1.0,0.6470588235294118
"frozenset({'dark_urine', 'nausea'})","frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'vomiting'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine', 'loss_of_appetite'})",frozenset({'stomach_pain'}),0.07317073170731707,0.2682926829268293,0.07317073170731707,1.0,3.727272727272727,1.0,0.05353955978584175,inf,0.7894736842105261,0.2727272727272727,1.0,0.6363636363636364
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'dark_urine', 'stomach_pain'})",frozenset({'loss_of_appetite'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowing_of_eyes', 'fatigue'})",frozenset({'loss_of_appetite'}),0.12195121951219512,0.24390243902439024,0.12195121951219512,1.0,4.1000000000000005,1.0,0.09220701963117192,inf,0.8611111111111112,0.5,1.0,0.75
"frozenset({'fatigue', 'chills'})",frozenset({'high_fever'}),0.12195121951219512,0.2926829268292683,0.12195121951219512,1.0,3.416666666666667,1.0,0.08625817965496728,inf,0.8055555555555556,0.4166666666666667,1.0,0.7083333333333334
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'nausea', 'loss_of_appetite', 'stomach_pain'})",frozenset({'dark_urine'}),0.07317073170731707,0.12195121951219512,0.07317073170731707,1.0,8.200000000000001,1.0,0.06424747174301011,inf,0.9473684210526315,0.5999999999999999,1.0,0.8
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'joint_pain', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})",frozenset({'nausea'}),0.07317073170731707,0.24390243902439024,0.07317073170731707,1.0,4.1000000000000005,1.0,0.05532421177870315,inf,0.8157894736842104,0.3,1.0,0.65
"frozenset({'yellowing_of_eyes', 'yellowish_skin', 'nausea', 'dark_urine', 'loss_of_appetite', 'stomach_pain'})",frozenset({'joint_pain'}),0.07317073170731707,0.14634146341463414,0.07317073170731707,1.0,6.833333333333334,1.0,0.06246281975014872,inf,0.9210526315789472,0.5000000000000001,1.0,0.75
"frozenset({'yellowing_of_eyes', 'dark_urine', 'nausea'})","frozenset({'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'vomiting'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'yellowing_of_eyes', 'dark_urine', 'vomiting'})","frozenset({'yellowish_skin', 'joint_pain', 'loss_of_appetite', 'nausea'})",0.07317073170731707,0.07317073170731707,0.07317073170731707,1.0,13.666666666666668,1.0,0.06781677572873289,inf,0.9999999999999998,1.0,1.0,1.0
